text,label
BREAKING: Apple plans to slow hiring and spending growth next year in some divisions to cope with a potential economic downturn  https://t.co/ARIAlRYWnL  ,Company | Product News
Goldman Sachs plans to slow hiring and reinstate annual performance reviews as the Wall Street bank looks to rein in expenses  ,Company | Product News
Suncor reaches an accord with activist investor Elliott that will see the appointment of three new directors to the oil-sands company’s board and a review of its retail business  ,Company | Product News
Virgin Atlantic will carry out test flights using a flying taxi model from UK startup Vertical Aerospace as the futuristic technology moves closer to becoming a reality  ,Company | Product News
Stellantis is halting production of Jeeps in China after failing to gain traction in the world’s biggest auto market  ,Company | Product News
"H&amp;M will start winding down its operations in Russia, having halted all sales in the country in March after Russia’s attack on Ukraine  ",Company | Product News
Amazon’s UK grocery business will match prices on hundreds of everyday items to those offered by rival Tesco in an aggressive move against Britain’s largest supermarket chain  ,Company | Product News
"US flying taxi firm Joby Aviation has applied for certification in the UK, backing up a previous statement that Britain is a key market  ",Company | Product News
"Boeing is tempering expectations for commercial aircraft demand in the coming decades, as the prospect of lower global economic growth and uncertainty surrounding Russia pressure jet deliveries  ",Company | Product News
A lithium producer crucial for global automakers like Tesla plans to explore for metals in a Chinese region tied to allegations of human rights abuses  ,Company | Product News
The world’s biggest maker of batteries for electric vehicles is considering at least two locations in Mexico for a manufacturing plant to potentially supply Tesla and Ford  ,Company | Product News
‘Stranger Things’ was a smash for Netflix this quarter. Will that be enough to help Netflix avert another disastrous quarter?  ,Company | Product News
"Apple’s new Stage Manager iPad multitasking system doesn’t replace the need for Mac-like multitasking, @markgurman says in this week’s Power On.  ",Company | Product News
"Snarls along the aviation supply chain may make it a challenge for Embraer to meet its year-end commercial delivery targets, the Brazilian aerospace manufacturer said  ",Company | Product News
"Boeing is grappling with shortages of engines, semiconductors and other parts, with hiccups seemingly changing by the month and disruptions far from being resolved  ",Company | Product News
Airbus and Boeing will vie for almost $21 billion of orders at the Farnborough International Airshow  ,Company | Product News
"To meet their climate goals, Pepsi and Coke will have to help fix American recycling — a problem they helped create (via @climate)  ",Company | Product News
Shipping giant MSC delivers Russian food while navigating sanctions maze  ,Company | Product News
"Snarls along the aviation supply chain may make it a challenge for Embraer to meet its year-end commercial delivery targets, the Brazilian aerospace manufacturer said  ",Company | Product News
"Apple’s new Stage Manager iPad multitasking system doesn’t replace the need for Mac-like multitasking, @markgurman says in this week’s Power On.  ",Company | Product News
"Marks &amp; Spencer is to remove ""best before"" dates from more than 300 fruit and vegetable products in a bid to reduce food waste  ",Company | Product News
Boeing faces much greater pressure to secure orders at the massive Farnborough airshow  ,Company | Product News
"Boeing is tempering expectations for commercial aircraft demand in the coming decades, as the prospect of lower global economic growth and uncertainty surrounding Russia pressure jet deliveries  ",Company | Product News
"For Coke and Pepsi to meet their climate goals, they’ll need to fix a problem they helped create: the dismal recycling rate in the US  ",Company | Product News
"Scandinavian carrier SAS continued talks with pilot unions on Saturday, with the strike that has grounded most of its flights during the peak holiday season poised to enter a third week  ",Company | Product News
"Scandinavian carrier SAS continued talks with pilot unions on Saturday, with the strike that has grounded most of its flights during the peak holiday season poised to enter a third week  ",Company | Product News
Boeing faces much greater pressure to secure orders at the massive Farnborough airshow  ,Company | Product News
Gazprom requested Siemens for documents that will allow the return of a gas turbine crucial for Nord Stream pipeline after its maintenance in Canada  ,Company | Product News
"Vietnamese electric vehicle maker VinFast said it will stop making gas-powered autos by the end of August, four months earlier than previously planned as it ramps up global sales of electric SUVs  ",Company | Product News
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  ,Company | Product News
Disney will raise the price of ESPN+ to $9.99 a month starting in August  ,Company | Product News
NEW: Tech giants Meta Platforms and Amazon are cutting back on planned office expansions in New York City  ,Company | Product News
"LOT Polish Airlines is close to ordering as many as 60 Airbus A220 jets as it looks to swap out its aging Embraer planes, sources say  ",Company | Product News
"Aeromexico, seeking a more liquid stock market, is planning to delist from the Mexican exchange and trade in New York as soon as this year  ",Company | Product News
Juul is seeking new financing to help it navigate uncertainty as the embattled company navigates lawsuits and a potential US FDA ban  ,Company | Product News
Amazon has considered abandoning its private-label business as a peace offering to regulators  ,Company | Product News
NEW: Disney will raise the price of ESPN+ to $9.99 a month starting in August  ,Company | Product News
"Uniper starts using gas it was storing for the winter after Russia cut deliveries, increasing pressure on the government for a bailout  ",Company | Product News
"A strong rebound in passenger travel drove Lufthansa's return to profitability in the second quarter, with carriers across Europe limiting seats and many raising fares  ",Company | Product News
"Siemens has the responsibility for transporting a turbine back from Canada that is critical to restoring Russian gas flow through the Nord Stream 1 pipeline, the German government says  ",Company | Product News
"If Canoo succeeds, Walmart stands to gain not only by adding thousands of EVs to its delivery fleet, but by ending up with a significant stake in a then-successful startup  ",Company | Product News
How Sheetz partnered with Tesla and brought EV charging to rural America  ,Company | Product News
"Citigroup is collecting a windfall from tumultuous global markets, even as a dimming economic outlook and Russia’s invasion of Ukraine pose billions of dollars in risks  ",Company | Product News
Netflix is increasing its marketing budgets for its movies and TV shows  ,Company | Product News
Huawei's secretive chip arm is hiring scores of high-powered talent to propel its effort to circumvent US sanctions  ,Company | Product News
"VinFast, an electric carmaker backed by Vietnam’s richest man, opened six showrooms in California as the newcomer tries to muscle into a US market dominated by Tesla  ",Company | Product News
UniCredit is weighing a reduction of the leasing assets that the Italian lender put on sale last year  ,Company | Product News
Ken Griffin’s Citadel plans to open a Palm Beach office  ,Company | Product News
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  ,Company | Product News
Questions surrounding Alibaba’s role in China’s largest known cybersecurity breach may fuel Beijing’s resolve to clamp down on domestic tech giants  ,Company | Product News
Aston Martin plans to raise £653 million from Saudi Arabia’s sovereign wealth fund and existing shareholders in an effort to pare debt and free up cash for future product development  ,Company | Product News
"Boeing faces much greater pressure to secure orders at the Farnborough International Airshow, after Airbus conquers close to 70% of the narrow-body segment  ",Company | Product News
The investment firm led by the Indian co-founder of technology services company UST is looking to raise about $1 billion to invest in startups and private equity opportunities  ,Company | Product News
"An untold amount of liquid nitrogen was released at the SpaceX launch pad in deep South Texas, state and federal regulators said  ",Company | Product News
SK Hynix is considering cutting its 2023 capital expenditure by about a quarter to 16 trillion won ($12.2 billion) in response to slower electronics demand than anticipated  ,Company | Product News
"SoftBank-backed AI Medical Service, which specializes in endoscopy analysis, is taking steps for a possible initial public offering in Tokyo as early as next year  ",Company | Product News
"OpenSea, the world’s largest marketplace for NFTs, is cutting about 20% of its staff, the latest in a series of layoffs that’s rocked the crypto industry  ",Company | Product News
CoinFlex will let users take out a limited portion of their balances after pausing withdrawals last month due to a counterparty failing to make a margin call  ,Company | Product News
"Bankrupt crypto lender Celsius discloses more details on its collapse, including that it has a $1.19 billion deficit on its balance sheet  ",Company | Product News
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  ,Company | Product News
The boss of UK digital bank Monzo said he’s targeting growth rather than immediate profit during a turbulent time for the fintech industry  ,Company | Product News
"Meta will start letting more users create multiple profiles with their Facebook accounts, the company’s latest attempt to encourage posting and sharing on its social network  ",Company | Product News
What if Elon Musk is ordered to complete his $44 billion Twitter purchase and he refuses? Legal experts weigh in  ,Company | Product News
"The asset-management firm Matthews Asia is diving into the ETF market with the launch of three funds focused on China, Asia and emerging markets  ",Company | Product News
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  ,Company | Product News
Packaged-food giant Conagra expects shoppers to grow increasingly wary about higher grocery bills  ,Company | Product News
"NEW: After winning a historic victory at a warehouse earlier this year, things haven’t gone according to plan for the fledgling Amazon Labor Union  ",Company | Product News
Alphabet’s Wing subsidiary has developed a fleet of new drone prototypes designed to more efficiently deliver packages ranging from small pill bottles to items weighing as much as 7 pounds  ,Company | Product News
Scandinavian carrier SAS warns that emergency funding related to a bankruptcy process in the US is at risk from a pilots strike that entered its 11th day on Thursday  ,Company | Product News
"AmEx adds new perks to its no-fee Blue Cash Everyday card, including rewards for online retail purchases and credits toward a Disney streaming subscription  ",Company | Product News
Molson Coors just bought its first Super Bowl ad in more than three decades after Anheuser-Busch gave up its exclusive on the game  ,Company | Product News
"Twitter was down for almost 55,000 users on Wednesday, according to  https://t.co/FzreCxab8f, an outage tracking platform  ",Company | Product News
"Credit Suisse Chairman Axel Lehmann says he sees the future of the lender as an independent entity, amid speculation that a wave of scandals and a tumbling share price make it a takeover target  ",Company | Product News
JPMorgan temporarily suspends share buybacks as its second-quarter results fall short of analysts' estimates  ,Company | Product News
Uber’s old problems hit different  ,Company | Product News
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  ,Company | Product News
Emirates rejects an order from Heathrow to cancel flights  ,Company | Product News
Scandinavian carrier SAS warns that emergency funding related to a bankruptcy process in the US is at risk from a pilots strike that entered its 11th day on Thursday  ,Company | Product News
Crypto exchange OKX receives a provisional virtual-asset license in Dubai and plans to set up a regional hub in the city  ,Company | Product News
"Crypto lender Celsius files for Chapter 11 bankruptcy a month after freezing customer withdrawals, the latest casualty from the rout in cryptocurrencies  ",Company | Product News
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  ,Company | Product News
Shipping giant MSC delivers Russian food while navigating sanctions maze  ,Company | Product News
"Twitter’s shareholders and employees, as well as anyone involved in future acquisitions on Elon Musk’s behalf, are all worse off because of the drama  https://t.co/8Jjeecxc1N via @BW",Company | Product News
"Crypto lender Celsius files for Chapter 11 bankruptcy a month after freezing customer withdrawals, the latest casualty from the rout in cryptocurrencies  ",Company | Product News
"Hyundai unveiled its Ioniq 6 sedan, continuing its ambitious push into electric vehicles with an eye on challenging rivals such as Tesla  ",Company | Product News
The South Korean shipping giant plans to invest $11.4 billion by 2026 on new ships and terminals to strengthen its competitiveness and comply with tighter environmental regulations  ,Company | Product News
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  ,Company | Product News
"IBM CEO Arvind Krishna is bullish on tech spending, saying he believes it will remain ""robust"" despite fears of a recession  ",Company | Product News
"Crypto lender Celsius Network has filed for Chapter 11 bankruptcy in the Southern District of New York, according to a filing, a month after it froze customer withdrawals  ",Company | Product News
"It’s not the best known of China’s US-listed electric car upstarts, but Li Auto has lofty ambitions: an audacious target of conquering 20% of the world’s biggest EV market  ",Company | Product News
Panasonic has decided on Kansas as the location to build a battery production site expected to cost $4 billion  ,Company | Product News
NEW: Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  ,Company | Product News
"“The coming weeks will be filled with news and noise about this case,” Twitter CEO Parag Agrawal warned employees in an email Tuesday  ",Company | Product News
A trading team at Izzy Englander’s mega hedge fund Millennium Management is shuttering after bets on M&amp;A involving companies such as Twitter performed poorly  ,Company | Product News
Riot Games put the owner of prestigious esports team TSM on a two-year probation after an internal investigation accused him of harassment and bullying  ,Company | Product News
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  ,Company | Product News
"Novavax’s Covid-19 vaccine was cleared by US regulators, giving Americans another tool against the virus as cases start to rise again  ",Company | Product News
Glencore is expanding a coal mine that scientists have estimated leaks so much planet-wrecking methane each year it has the same warming impact as the annual emissions from millions of cars  ,Company | Product News
"After Revlon's stock surged post-bankruptcy, a group of shareholders have hired their own lawyer to get official standing in the case  ",Company | Product News
Netflix has chosen Microsoft as the technology and sales partner for its new ad-supported streaming service  ,Company | Product News
"The luggage was returned to Detroit and forwarded to customers from there, Delta said Wednesday  ",Company | Product News
UK private equity firm Permira has gathered 16 billion euros for its new flagship buyout pool after passing the fund’s first close  ,Company | Product News
"For diapers and dish soap maker Procter &amp; Gamble, skyrocketing inflation means the company needs to be ""even more deliberate"" about telling consumers that its brands provide value  ",Company | Product News
Sucnor shareholders are wondering if an exodus of board members is close behind. after the oil-sands producer’s top executive resigned following the death of a worker  ,Company | Product News
Disney is focusing on the metaverse  ,Company | Product News
"BT Group workers are set to strike nationwide for the first time in 35 years, the Communication Workers Union said on Wednesday  ",Company | Product News
"Lufthansa plans to cut an additional 2,000 flights until the end of August, bringing its total cancellations to almost 6,000 as Europe’s travel disruptions continue to worsen  ",Company | Product News
French energy major TotalEnergies is in talks to potentially provide a floating liquefied natural gas unit to Germany  ,Company | Product News
"Three Arrows was a venture investor in some of the best-known crypto startups and, in some cases, manager of their corporate treasuries. It was both an aggressive borrower from large lenders and a shareholder in some of those lenders  ",Company | Product News
Bosch is making a bigger bet on semiconductors with plans to spend 3 billion euros to help ease a worldwide shortage of computer chips  ,Company | Product News
"TotalEnergies is in talks to import fuels from the UAE, heeding a call from the French government to source alternatives to Russian supplies  ",Company | Product News
Low-cost French airline Transavia cancels 15% of flights amid a dispute with cabin crew  ,Company | Product News
"Cybozu, a Japanese provider of enterprise software, will pay out a special allowance to employees around the world to help them deal with sustained inflation  ",Company | Product News
"Morningstar is slashing its workforce in Shenzhen as it seeks to relocate headcount to other countries amid a restructuring in China, according to an emailed statement  ",Company | Product News
Petronas said that its two Luxembourg-based units were on Monday served with seizure orders for their interests in Azerbaijan assets  ,Company | Product News
Here’s Alphabet CEO Sundar Pichai’s memo on the hiring slowdown  ,Company | Product News
Vietnamese electric-vehicle maker VinFast said it has signed agreements with banks to raise at least $4 billion globally to fund its planned North Carolina EV factory and US rollout  ,Company | Product News
Red Hat helped IBM turn around years of stagnant growth — its new CEO promises more of the same  ,Company | Product News
Amazon’s Prime Day sale is luring bargain hunters looking to stock up on pantry items and cheap electronics despite a dearth of deals  ,Company | Product News
A third of Burberry shareholders voted against the re-election of board member Antoine de Saint-Affrique amid concerns about directors who also hold other jobs spreading themselves too thin  ,Company | Product News
"HBO, the premium TV unit of the newly formed Warner Bros. Discovery, led all TV networks in nominations for Emmy Awards this year thanks to “Succession”  ",Company | Product News
"BlockFi will no longer accept GBTC shares as collateral and has unwound its positions in the investment fund, a source says  ",Company | Product News
"Electric-vehicle maker Rivian confirmed plans to rethink some operations and trim jobs as necessary, with CEO RJ Scaringe telling employees the company will be “thoughtful” with any staff cut  ",Company | Product News
Gopuff is cutting more jobs and closing warehouses in the US to preserve cash amid the economic downturn  ,Company | Product News
"Bargain hunters are expected to find Amazon’s two-day Prime Day sale underwhelming this year, with many sellers minimizing profit-eating discounts in an era of soaring costs  ",Company | Product News
"Rivian, Stellantis, Ford and Tesla have all made headlines on job cuts within weeks of one another  ",Company | Product News
"Africa’s largest listed food maker will extend operations at a fruit processing facility in South Africa’s Western Cape province for a further season, postponing its closing  ",Company | Product News
"For Coke and Pepsi to meet their climate goals, they’ll need to fix a problem they helped create: the dismal recycling rate in the US  ",Company | Product News
JUST IN: Peloton will stop building its bikes and treadmills at its own factories and rely solely on partners for manufacturing to simplify its operations and reduce costs  ,Company | Product News
"BREAKING: Peloton will stop building its own bikes and completely outsource its manufacturing, one of the most dramatic steps yet to cut costs  https://t.co/a8ol8bU2jy  ",Company | Product News
"Russian gold miner Petropavlovsk will file for administration in London as it negotiates the sale of its subsidiaries, after the company was hobbled by sanctions on a key partner  ",Company | Product News
"Cathay Innovation, a VC group backed by Unilever and TotalEnergies, is raising €1 billion ($1 billion) to back tech startups  ",Company | Product News
"Wefox, an insurance-technology firm founded by former Groupon and Deutsche Bank staff, raised $400 million in a funding round that values the company at $4.5 billion  ",Company | Product News
"Cheyne Capital Management is looking to raise 750 million euros ($758 million) for a new fund, focused on lending to smaller European firms not backed by private equity  ",Company | Product News
"Wefox, an insurance-technology firm founded by former Groupon and Deutsche Bank staff, raised $400 million in a funding round that values the company at $4.5 billion  ",Company | Product News
Twitter’s lawyers called Elon Musk’s termination of his $44 billion buyout agreement “invalid and wrongful” in a letter to the billionaire’s attorneys  ,Company | Product News
"The iPhone Pro, iPad Pro, MacBook Pro, AirPods Pro — and soon the Apple Watch Pro?  ",Company | Product News
Retailer GameStop launched its long-awaited marketplace for NFTs just as sales of such digital artworks dry up amid the crypto industry crash  ,Company | Product News
Warner Bros. Discovery is in talks to start selling HBO Max through Amazon Prime again  ,Company | Product News
Elon Musk's decision to back out of a $44 billion bid for Twitter may mean his bankers dodge hundreds of millions of dollars in losses from underwriting the debt  ,Company | Product News
"SpiceJet, the Indian airline already under scrutiny from regulators in the country, had another technical issue after a flight to Dubai, sources say  ",Company | Product News
EXCLUSIVE: Rivian is planning hundreds of layoffs to trim its workforce in areas where the electric-vehicle maker has grown too quickly  ,Company | Product News
"The iPhone Pro, iPad Pro, MacBook Pro, AirPods Pro — and soon the Apple Watch Pro?  ",Company | Product News
"Cinven has completed fundraising for its first dedicated financial-services fund, collecting 1.5 billion euros in a rare move by a private equity firm to start an industry-focused pool  ",Company | Product News
Abbott Laboratories reopened its troubled infant formula production plant that was shut last month after severe flooding amid heavy storms  ,Company | Product News
"Ganfeng Lithium is ratcheting up efforts to expand in Argentina, an emerging supply hot-spot for the mineral used in electric-vehicle batteries  ",Company | Product News
Air Canada’s hope for a strong recovery in 2022 has been foiled by chaos at Canada’s biggest airports  ,Company | Product News
"Mitsubishi is bolstering its commodity trade-finance business, helping the industry cope with the surge in liquidity needs following Russia’s invasion of Ukraine  ",Company | Product News
"The China operator of coffee chain % Arabica is weighing a new funding round and could seek a valuation for its business in the country of as much as $1.2 billion, sources say  ",Company | Product News
"Vale's plan to turn around its copper and nickel-mining unit is taking longer than expected, risking a delay to a possible sale or spinoff of a group the miner says could be worth $40 billion  ",Company | Product News
European fertilizer giant Yara International says the energy crisis is forcing it to curb output and warned that more cuts may come  ,Company | Product News
A lithium producer crucial for global automakers like Tesla plans to explore for metals in a Chinese region tied to allegations of human rights abuses  ,Company | Product News
The world’s biggest maker of batteries for electric vehicles is considering at least two locations in Mexico for a manufacturing plant to potentially supply Tesla and Ford  ,Company | Product News
Packaged-food giant Conagra expects shoppers to grow increasingly wary about higher grocery bills  https://t.co/9PjtGrVTO1 via @business,Company | Product News
"Since March, MSC ships have doubled their service to Russian ports. MSC says it delivers essential goods and complies with international sanctions rules against Russia after the invasion of Ukraine  ",Company | Product News
"Russian gold miner Petropavlovsk will file for administration in London as it negotiates the sale of its subsidiaries, after the company was hobbled by sanctions on a key partner  ",Company | Product News
"Africa’s largest listed food maker will extend operations at a fruit processing facility in South Africa’s Western Cape province for a further season, postponing its closing  ",Company | Product News
"Ganfeng Lithium is ratcheting up efforts to expand in Argentina, an emerging supply hot-spot for the mineral used in electric-vehicle batteries  ",Company | Product News
Volkswagen's new battery plant in Germany marks the first step in an effort that will generate more than $20 billion in revenue annually by the end of the decade  ,Company | Product News
BlackRock's greenest ETFs attract inflows as European investors steer money to climate-friendly funds  ,Company | Product News
BlackRock's greenest ETFs attract inflows as European investors steer money to climate-friendly funds  ,Company | Product News
American Airlines joins its main rivals in limiting flights this quarter as the industry grapples with a rash of costly flight disruptions  ,Company | Product News
"After emerging from a debilitating pilot strike, Scandinavian airline SAS now faces its next battle: convincing investors that it’s worth backing its $3 billion rescue plan  ",Company | Product News
"London Stock Exchange is lobbying hard for the chip designer Arm to list in the UK, according to CEO Julia Hoggett  ",Company | Product News
Funds controlled by Cathie Wood sell shares of Komatsu ahead of the Japanese machinery maker’s earnings report  ,Company | Product News
Nokia reports strong demand for 5G gear from phone carriers  ,Company | Product News
Nokia reports strong demand for 5G gear from phone carriers  ,Company | Product News
"Pfizer will spend almost half a billion dollars on a new facility 25 miles northwest of New York City, where it hopes to command the hot field of messenger RNA  ",Company | Product News
"Ford is preparing to cut as many as 8,000 jobs in the coming weeks as the automaker tries to boost profits to fund its push into the electric-vehicle market, sources say  ",Company | Product News
"Volkswagen's software unit will start designing chips for the first time, partnering with STMicroelectronics  ",Company | Product News
"Short on engines and other key parts, Airbus and Boeing are still struggling to deliver new planes  ",Company | Product News
"Abu Dhabi Investment Authority, an $829 billion sovereign wealth fund, overhauls its internal structure and processes and redefines how it takes future investment decisions  ",Company | Product News
Barclays aims for a bigger slice of the business with German companies after adding employees and hiring a new country head  ,Company | Product News
"Boeing pulls in major orders on the first two days of the Farnborough Air Show event, while Airbus says focus is on supply chain more than deals  ",Company | Product News
"VietJet Aviation confirmed a deal for 200 Boeing 737 Max jets, giving the US planemaker another boost at one of the industry’s biggest events  ",Company | Product News
European fertilizer giant Yara International says the energy crisis is forcing it to curb output and warned that more cuts may come  ,Company | Product News
"Apple to slow hiring, UK prime minister race is heating up and Xi Jinping is left hanging.   Here’s what people are talking about 🔽  ",Company | Product News
"GM will start selling a battery-powered Chevrolet Blazer next year, giving it a direct competitor to Tesla’s Model Y  ",Company | Product News
"SAS reached a deal with pilots to end a 15-day strike, allowing it to gradually resume normal operations at one of the busiest times of year for travel  ",Company | Product News
"Celsius may use its bankruptcy case to give creditors a choice between taking less than they are owed in cash, or making a bet on the long-term value of crypto  ",Company | Product News
Air Lease Said to Be in Advanced Talks for Large Airbus Order  ,Company | Product News
Apple plans to slow hiring and spending growth next year in some divisions to cope with a potential economic downturn  ,Company | Product News
"Franklin Templeton Investments, the roughly $1.4 trillion asset manager known for its mutual-fund business, has its sights set on getting bigger in the cut-throat ETF market  ",Company | Product News
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  ,Company | Product News
"Apple’s new Stage Manager iPad multitasking system doesn’t replace the need for Mac-like multitasking, @markgurman says in this week’s Power On.  ",Company | Product News
"Scandinavian carrier SAS continued talks with pilot unions on Saturday, with the strike that has grounded most of its flights during the peak holiday season poised to enter a third week  ",Company | Product News
"Amazon said it would create more than 4,000 new permanent jobs in the UK this year, the smallest number it’s announced in at least three years  ",Company | Product News
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  ,Company | Product News
"An untold amount of liquid nitrogen was released at the SpaceX launch pad in deep South Texas, state and federal regulators said  ",Company | Product News
The boss of UK digital bank Monzo said he’s targeting growth rather than immediate profit during a turbulent time for the fintech industry  ,Company | Product News
Packaged-food giant Conagra expects shoppers to grow increasingly wary about higher grocery bills  ,Company | Product News
Shein became one of the world’s top startups by turbocharging fast fashion—but its business model is becoming the biggest threat to continued success  ,Company | Product News
Scandinavian carrier SAS warns that emergency funding related to a bankruptcy process in the US is at risk from a pilots strike that entered its 11th day on Thursday  ,Company | Product News
"Crypto lender Celsius files for Chapter 11 bankruptcy a month after freezing customer withdrawals, the latest casualty from the rout in cryptocurrencies  ",Company | Product News
"Fastenal, a harbinger for the industrial sector, saw some softening of demand in the second quarter but nothing that would signal a cratering of the economy  ",Company | Product News
"Crypto lender Celsius Network has filed for Chapter 11 bankruptcy in the Southern District of New York, according to a filing, a month after it froze customer withdrawals  ",Company | Product News
"Lufthansa plans to cut an additional 2,000 flights until the end of August, bringing its total cancellations to almost 6,000 as Europe’s travel disruptions continue to worsen  ",Company | Product News
UK private equity firm Permira has gathered 16 billion euros for its new flagship buyout pool after passing the fund’s first close  ,Company | Product News
Netflix has chosen Microsoft as the technology and sales partner for its new ad-supported streaming service  ,Company | Product News
"After Revlon's stock surged post-bankruptcy, a group of shareholders have hired their own lawyer to get official standing in the case  ",Company | Product News
"For diapers and dish soap maker Procter &amp; Gamble, skyrocketing inflation means the company needs to be ""even more deliberate"" about telling consumers that its brands provide value  ",Company | Product News
"Nike and Fanatics are teaming up to outfit players and fans at schools like Alabama, Florida and Clemson  ",Company | Product News
"TotalEnergies is in talks to import diesel and other fuels from the UAE, heeding a call from the French government to source alternatives to Russian supplies ahead of winter  ",Company | Product News
"Renault sold just over 1 million vehicles in the first half, down 30% from a year ago, as the carmaker pulled out of its second-biggest market  ",Company | Product News
A third of Burberry shareholders voted against the re-election of board member Antoine de Saint-Affrique amid concerns about directors who also hold other jobs spreading themselves too thin  ,Company | Product News
Amazon’s Prime Day sale is luring bargain hunters looking to stock up on pantry items and cheap electronics despite a dearth of deals  ,Company | Product News
"Chinese battery-materials giant Ganfeng Lithium is ratcheting up efforts to expand in Argentina, an emerging supply hot-spot for the mineral used in electric-vehicle batteries (via @climate)  ",Company | Product News
"SpiceJet, the Indian airline already under scrutiny from regulators in the country, had another technical issue after a flight to Dubai, sources say  ",Company | Product News
Retailer GameStop launched its long-awaited marketplace for NFTs just as sales of such digital artworks dry up amid the crypto industry crash  ,Company | Product News
Rivian is planning hundreds of layoffs to trim its workforce in areas where the electric-vehicle maker has grown too quickly  ,Company | Product News
Air Canada’s hope for a strong recovery in 2022 has been foiled by chaos at Canada’s biggest airports  ,Company | Product News
Blackstone reports surging inflows but warns of economic slowdown  ,Company | Product News
JPMorgan takes on direct lenders with leveraged loans unit  ,Company | Product News
Capital Group adds 3 new strategies to actively managed ETFs  ,Company | Product News
Wise boosted by customers transferring money before currency volatility worsens  ,Company | Product News
Ant Group expands global ambitions despite troubles at home  ,Company | Product News
Credit Suisse says Greensill recovery will cost clients $291mn  ,Company | Product News
Celsius Network reveals $1.2bn shortfall in bankruptcy filing  ,Company | Product News
Saipem gets the wrong end of the stick  ,Company | Product News
Monzo chief vows to scale up business despite fintech turmoil  ,Company | Product News
Fund group Ashmore reports $14.3bn plunge in assets under management  ,Company | Product News
VanEck says bank fees are ‘eroding’ Russia ETF’s assets  ,Company | Product News
Deutsche Bank hit by delay and cost rises in core IT restructuring  ,Company | Product News
Crypto lender Celsius files for bankruptcy in New York  ,Company | Product News
Singapore’s Temasek to slow pace of investment after drop in returns  ,Company | Product News
Wirecard forged client details to secure €900mn investment from SoftBank  ,Company | Product News
Evergrande changes gear with launch of first electric car to shore up revenue  ,Company | Product News
Greystar raises fresh funds as residential rental investment surges past €30bn  ,Company | Product News
Approval of application by Benchmark Community Bank:  ,Company | Product News
"FDA authorizes Novavax’s Covid vaccine for adults, providing Americans with an alternative to the mRNA-based shots from Pfizer and Moderna.  ",Company | Product News
"$UNCY Unicycive Reports Key Findings from Market Research with Nephrologists July 20, 2022 7:12 AM   Renazorb product profile rated as best-in-class phosphate binder  Nephrologists report high prescribing intent for Renazorb pending FDA approval",Company | Product News
$VKTX Viking Therapeutics Announces FDA Has Lifted Clinical Hold On Phase 1b Trial Of VK0214 in Patients With X-ALD..,Company | Product News
"$UNCY news from MT Newswires: Unicycive Therapeutics Signs License Agreement with Lee's Pharmaceutical Unit for Renazorb in China, Other Asian Markets.",Company | Product News
WATCH: Amazon-owned tech firm Zoox applied for a test drive permit in California for its self-driving robotaxi VH6  https://t.co/H0jftCIAcl  ,Company | Product News
Blackstone draws over $24 bln commitments for latest real estate fund  https://t.co/49JEAAuyfQ  ,Company | Product News
WATCH: Carmaker Porsche faces uphill drive in race to public listing as economic obstacles mount  https://t.co/U8IrqnEbgi  ,Company | Product News
Blackstone draws over $24 bln commitments for latest real estate fund  https://t.co/nAgd71Gsrk  ,Company | Product News
"Mexico's Arrenda, aimed at making renting easy, raises $26.5 mln in early round  https://t.co/eBfLvTNGWN  ",Company | Product News
Credit Suisse signs Mexico alliance agreement with Actinver  https://t.co/2P7ES08xAx  ,Company | Product News
"OS Climate launches climate planning tools for companies, investors  https://t.co/uKw4TyzZ1c  ",Company | Product News
"Mexico's Arrenda, aimed at making renting easy, raises $26.5 mln in early round  https://t.co/LlnKso5XiF  ",Company | Product News
"WATCH: Porsche is driving towards a share listing, but @Reuters sources say it may have to accept a big discount  https://t.co/U8IrqnEbgi  ",Company | Product News
Credit Suisse signs Mexico alliance agreement with Actinver  https://t.co/UJ5MeMK1Xa  ,Company | Product News
"Barclays sets up Taiwan subsidiary, to offer brokerage services  https://t.co/ica6wB52xl  ",Company | Product News
"WATCH: Netflix predicted it would return to customer growth during the third quarter and attributed its recent slowdown to factors like password-sharing, competition and a sluggish economy  https://t.co/1c5hRtbdoo $NFLX  ",Company | Product News
"OS Climate launches climate planning tools for companies, investors  https://t.co/ofPzZWVSSG  ",Company | Product News
From Breakingviews - Didi gets a tentative green light from Beijing  ,Company | Product News
