title tokens,label
"""|มหาวิทยาลัย|ไม่|ควร|อยู่|บน|หอคอย| |ต้อง|ลงมา|พื้นดิน| |มา|สัมผัส|ชุมชน|""",สิ่งแวดล้อม
กสทช.| |เผย| |ส.ค.|นี้| |เดินหน้า|นำ|สาย|สื่อสาร|ลง|ดิน| |ถ.|พหลโยธิน|จาก|อนุสาวรีย์|ฯ| |ถึง|ห้า|แยก|ลาดพร้าว,คุณภาพชีวิต
ครม.|มีมติ|คว่ำบาตร|เกาหลีเหนือ| |อุดหนุน|รถเมล์|-|รถไฟ|ฟรี,การเมือง
"เผย|สอน| |""|มวยไทย|""| |ให้|นร.|ตำรวจ|แอลเอ| |ชี้|ได้ผล|กว่า|คาราเต้",การเมือง
"ข้อเสนอ| |""|อภิรัฐมนตรี|""| |ไม่|ใช่|ข้อเสนอ|จาก|สถาบัน|พระ|ปกเกล้า",การเมือง
สำรวจ|ข้อเสนอ|เชิง|นโยบาย|ของ|ภาค|ประชาชน,สิ่งแวดล้อม
บรรยากาศ|แยก|วัง|แดง| |หลัง|ยุติ|การ|ชุมนุม| |(|พร้อม|คลิป|),การเมือง
สื่อ|เกาหลีเหนือ|เผย|แพร่ภาพ|ผู้นำ| |ระบุ|ปรากฏ|ตัวต่อ|สาธารณชน|แล้ว| |หลัง|หาย|ไป| |40| |วัน,ต่างประเทศ
กลุ่ม|ประชาธิปไตย|เพื่อ|รัฐ|สวัสดิการ| |เรียกร้อง|สังคม|ไทย| |คัดค้าน|ระบอบ|อำมาตยาธิปไตย,การเมือง
สุเทพ|เยี่ยม|สภา|-|ขอ|ประธาน|วุฒิสภา|คน|ใหม่|หา|ทางออก|ประเทศ,การเมือง
สงคราม|พม่า| |–| |SSA| |เหนือ|ปะทุ|ต่อเนื่อง| |พบ|เชื่อมโยง|ท่อ|ส่ง|ก๊าซ|จีน,ต่างประเทศ
จับ|-|คุม|สอบ| |9| |คน|แชร์|ข้อความ| |'|เพจ| |CSI| |LA|'| |ระบุ|สาว|อังกฤษ|ถูก|ข่มขืน|เกาะ|เต่า,การเมือง
บุญ|เกียรติ| |ชีวะ|ตระกูล|กิจ|:| |ควันหลง| |…| |ใน|น้ำท่วม|มี|น้ำลาย,การเมือง
พันธมิตร|ฯ| |ใต้|ประชุม|ร่วม|ตำรวจ| |เตรียม|ความพร้อม|รักษา|ความปลอดภัย| |5| |เม.ย.,การเมือง
บทกวี| |เพ็ญ| |ภัค|ตะ| |:| |ทุ่ง|พระ|เม|ร|รำพัน| |๓๕| |-| |ลำตัด|สนามหลวง| |๕๓,การเมือง
"วิน|ธัย|แจง|จนท.|กำลัง|ตรวจสอบ|กรณี|จับ|นักข่าว| |จาตุรนต์| |""|เถื่อน|เกินไป|""| |จับ|นัก|กิจกรรม|ที่|บ้าน|โป่ง",การเมือง
วุฒิสภา|รับ|ร่าง|โทรคมนาคม| |ฉะ|ทุน|สื่อ| |แบ|ให้|ต่างชาติ|ครอบ,การเมือง
เสื้อ|แดง|บุก| |ก|ต.|ไล่|กษิต|-| |วีระ|เผย| |นปช.|ปรับโครงสร้าง|ใหม่,การเมือง
เกษตร|เชียงใหม่|ประสบ|ภัยแล้ง|หนัก,สิ่งแวดล้อม
"ณรงค์| |เพ็ชร|ประเสริฐ|:| |อภิปราย| |""|วิกฤต|เศรษฐกิจ|โลก| |เศรษฐกิจ|ไทย| |สู่|วิกฤต|คนงาน|""",การเมือง
ศาล|ตัดสิน|คุก| |2| |เดือน|-|ให้|รอ|ลงอาญา|หนุ่ม|ทุบ|รถ|วอ|ยซ์|ทีวี,การเมือง
คลอด|โรดแมป|สันติภาพ|ใต้| |วาง|ต้นร่าง|5|ข้อ| |วอน|ทุกฝ่าย|เดินหน้า,การเมือง
"การเมือง|ใหม่|พันธมิตร|ฯ:| |เลือกตั้ง| |50|%| |แต่งตั้ง| |50|%| |ยัง|อุบ|ที่มา|นายกฯ| |ขอ|ปรึกษา| |""|ประชาชน|""| |ก่อน",การเมือง
อัยการ| |จ.|ฉะเชิงเทรา| |ไม่|ฎีกา|คดี| |รอง| |หน.|พรรค| |ปชป.|แกนนำ| |กป|ปส.|ฆ่า|ถ่วงน้ำ|คน|เสื้อ|แดง,การเมือง
นักข่าว|นอร์เวย์|ประท้วง| |เรียกร้อง|ค่าจ้าง| |‘|ฟรีแลนซ์|’| |เท่า| |‘พนง.|ประจำ|’,ต่างประเทศ
ก้าว|ใหม่|ประชาธิปไตย|ใน|รัฐ|เซียปัส| |เม็กซิโก| |เมื่อ|ผู้หญิง|ได้รับ|เลือก|เป็นผู้แทน|รัฐ|จำนวนมาก,ต่างประเทศ
จุฬาฯ|ตั้ง|สำนักงาน|ส่วน|หน้าที่|ปัตตานี,สิ่งแวดล้อม
ชาว|ลำพูน|ลุกฮือ|ต้าน|ขยะ|เชียงใหม่,สิ่งแวดล้อม
จาตุรนต์| |ฉายแสง|:| |รัฐธรรมนูญ| |+| |คณะกรรมการ|ยุทธศาสตร์|ปฏิรูป|และ|การ|ปรองดอง,การเมือง
เดอะ|การ|์เดียน| |เผย| |NSA| |วางเงิน|หลาย|ล้าน|ให้|บริษัท|ไอที|ร่วมมือ|โครงการ|สอดแนม,ต่างประเทศ
เปิด|จดหมาย|จาตุรนต์|ถึง|กรรมการ|สิทธิ|ฯ,การเมือง
กลุ่ม|ค้าน|ท่อ|ก๊าซ|จะ|นะ|ประณาม| |ผู้ว่า| |นายอำเภอ| |ปตท.| |กฟผ.|วางยา|กอ.รมน.|ไม่|สน|ใจความ|สงบสุข|ของ|ชาติ,การเมือง
เลขาธิการ|สมาพันธ์|นศ.|ยะลา|ถูก|ควบคุมตัว| |ล่าสุด|ปล่อยตัว|แล้วแต่|ยัง|คุมตัว|ไว้|อีก|หนึ่ง,สังคม
ยุบสภา| |แก้|รัฐธรรมนูญ| |ปฏิรูป|ประเทศ|ไทย,การเมือง
โยน| |สตง.| |พิจารณา| |สรรหา|ผู้ว่าฯ|ใหม่| |-| |สถานะ|คุณหญิง|จารุ|วรรณ,การเมือง
IMT| |-| |GT|หนี|จาก|อา|เจะห์รอ|ฟื้น|จาก|สึนามิ,สิ่งแวดล้อม
'|กองทัพ|ประชาชน|โค่น|ระบอบ|ทักษิณ|'| |ประกาศ|สถานการณ์|ปฏิวัติ|ประชาชน,การเมือง
"สงขลา|เข้าท่า|จัดงาน| |""|วัน|แพะ|แห่งชาติ|""",สิ่งแวดล้อม
ม็อบ|มันสำปะหลัง|เท|มัน|ฯ| |ประท้วง|หน้า|สภา| |จี้|นายกฯ| |แก้|ราคาตก,เศรษฐกิจ
สหภาพแรงงาน|ภาครัฐ|อังกฤษ|หยุดงาน|ประท้วง|นโยบาย|แช่แข็ง|ค่าแรง,ต่างประเทศ
รายงาน| |:| |มอง| |พ.ร.บ.|เด็ก| |แบบ| |เด็ก|ๆ,สังคม
"มาเลเซีย|แพร่| |""|คู่มือ|""| |ช่วย|พ่อแม่|บอก| |""|อาการ|""| |รัก|เพศ|เดียวกัน",ต่างประเทศ
"บทความ|ชุด| |""|องค์ความรู้|ปีใหม่|เมือง|""| |ตอนที่| |3| |สะ|ป๊ะ|ขนม|ปี๋|ใหม่|เมือง",การเมือง
แด่|ปัญญาชน|นักกฎหมาย| |ใน| |“|อภิ|มหา|พรรณนา|”| |กรณีศึกษา|จาก| |“|สถานการณ์ฉุกเฉิน|”,การเมือง
โฉมหน้า|และ|แนวทาง|สู่|โมเดล|ใหม่|ใน|การพัฒนา|ประเทศ,เศรษฐกิจ
ยิ่ง|ลักษณ์|โพสต์|FB| |ประเด็น| |รธน.| |ชี้|ไม่|จำเป็นต้อง|มี| |กก.|ยุทธศาสตร์|ฯ,การเมือง
ทนาย|คดี|ฆ่า|หนุ่ม|กาฬสินธุ์|สงคราม|ยาเสพติด|แนะ| |ให้|นำ|คำพิพากษา|มาคุ|ยวง|วิชาการ,การเมือง
"""|ปณิธาน|""| |ยัน|แกนนำ|เสื้อ|แดง| |มี|ท่อ|น้ำเลี้ยง|จาก|ต่างประเทศ",การเมือง
สืบพยาน|โจทก์|วัน|แรก| |'|ประชา|ไท|'| |ฟ้อง|แพ่ง| |ไอซี|ที|ปิด|เว็บ|ปี| |53,การเมือง
สปสช.| |ดึง| |'|วิทยุ|ชุมชน|'| |ร่วม|สร้าง|เครือข่าย|มีส่วนร่วม|สร้าง|หลักประกัน|สุขภาพ|ใน|ท้องถิ่น,คุณภาพชีวิต
"ดัน| |""|บิน|ไทย|""| |ปรับ|กลยุทธ|รับ|เปิด|สุวรรณภูมิ|-|เสรี|การ|บิน",การเมือง
กัมพูชา|ยอม|เลื่อน|เรื่อง|ร้องเรียน|คณะมนตรีความมั่นคง|แห่ง|สหประชาชาติ,การเมือง
คสช.|ปล่อยตัว|เพิ่มเติม| |31| |คน| |รวม| |'|นิ|วัฒน|์|ธำรง|-|สุร|นันทน์|-|สุร|พงษ์|-|สนธิ|',การเมือง
ศรี|บูรพา| |:|  |พุทธ|ศาส|นิ|ก|ชาว|มาร์กซิสต์,การเมือง
"ทะเบียนรถ|นายก| |หวย|ออก| |กับ|ความ| |""|เป๊ะ|เวอร์|""",การเมือง
กอ|.|สสส.|รุก|ช่วย|เหยื่อ|ป่วน|ใต้,สิ่งแวดล้อม
กฤตยา| |อา|ชว|นิจ|กุล|:| |หาทาง|ออกจาก|วงจร|อา|ชญ|กรรม|แห่ง|ความเกลียดชัง,สังคม
การเมือง|ส่อ|วุ่น|อีก| |รุม|จี้| |กกต.|ลาออก|ยก|ชุด| |หาก|เลือกตั้ง|โมฆะ,การเมือง
บทความ| |:| |OpenCARE| |เครือข่าย|สื่อสาร|เพื่อ|งาน|บรรเทา|สาธารณภัย,การเมือง
เครือข่าย|ผู้|ติดเชื้อ|ฯ| |ย้ำ|ให้|คัดค้าน|หลัง|ออก|สิทธิบัตร| |เปิดช่อง|ยา|ไร้|คุณภาพ,การเมือง
จับ|นักศึกษา|ราม|ฯ| |บึ้ม|ใต้|ใจกลาง|กรุงเทพฯ,การเมือง
สื่อ|ตปท.|เตือน|ไฟ|ใต้|รุนแรง|ขึ้น,สิ่งแวดล้อม
พธม.| |รำลึก|ครบรอบ|ห้า|ปี| |เหตุการณ์| |7| |ตุลา,การเมือง
“|แอม|เนสตี้”| |ชี้|ยังมี|ผู้|ถูก|คุมตัว|โดยพลการ|อีก|มาก|ใน|พม่า| |แนะ|รัฐบาล|พม่า|ตั้ง|คณะทำงาน|ทบทวน|คดี,ต่างประเทศ
ก.|ก.|สิทธิ|ฯ|เดินหน้า|พิสูจน์|สิทธิ|ที่ดิน|ซึนามิ,สิ่งแวดล้อม
แรงงาน|ทั่วโลก|เดินขบวน|ใน|วันแรงงาน|สากล|ประจำปี| |2559,ต่างประเทศ
ประเดิม|เชียงใหม่|เวิลด์| |ลอง|ไฟ|ไนท์|ซาฟารี||พิลึก,การเมือง
หมอ|มงคล|ชี้|เจตนา|รวม|เงินเดือน|ใน|งบ|ราย|หัว|บัตร|ทอง| |ปชช.|อยู่|ตรงไหน| |คน|ทำ|เพื่อ| |ปชช.|ก็|ต้อง|อยู่|ตรงนั้น,คุณภาพชีวิต
นักวิจัย|วิจารณ์|เฟซบุ๊ก|ผิด|จรรยาบรรณ| |หลัง|ทำ|การทดลอง| |'|อารมณ์|ผู้ใช้|'| |โดย|ไม่|แจ้ง,ต่างประเทศ
ศาล|สั่ง|เทสโก้| |-| |กมล| |กมล|ตระกูล| |เจรจา|ไกล่เกลี่ย|คดี|ภายใน|วันที่| |27| |ก.พ.| |นี้,การเมือง
ยก|คำร้อง|ก่อ|แก้ว|ออก|คุก|ชั่วคราว| |ทนาย|เตรียม|ขอ|ยื่น|ประกัน|ต่อ,การเมือง
เรื่อง|และ|ภาพ| |:| |กู้ชาติ|ฯ|สงขลา|ยก|ขบวน|เข้า|กรุง|ฯ| |ร่วม|ดีเดย์| |25| |มีนา|ฯ,การเมือง
ตะลึง|คนไทย| |กิน|ผัก|แค่| |1| |ใน| |3| |ของ|ประเทศ| |สว|รส|.|เร่ง|รัฐ|รณรงค์|กิน|ผัก|รับ|เทศกาล|กินเจ,การเมือง
"กป.อพช.| |เสนอ|นโยบาย| |10| |ข้อ| |ต่อ|รัฐบาล| |""|มาร์ค|""",การเมือง
รปภ.|เจ้าของ|หลักฐาน|ภาพถ่าย| |เบิกความ| |คดี|เผา| |CTW,การเมือง
จม|.|เปิดผนึก|ฉบับ|ที่| |2| |ของ| |พน|ง.|ไทยพีบีเอส| |ร้อง|หยุด|คุกคาม|-|จี้|ถอด|ผู้บริหาร,คุณภาพชีวิต
จดหมาย|ฉบับ|สุดท้าย|ของ| |เฉิน| |ผิง,ต่างประเทศ
โรงแรม|ใน|อินเดีย|เน้น|จ้างงาน|คนพิการ|-|ผู้|ขาด|โอกาส| |เผย|เป็น|โมเดล|ธุรกิจ|ประสบความสำเร็จ,ต่างประเทศ
นิติ|ราษฏร์| |ฉบับ| |๑๓|:| |เปลี่ยน|ผ่าน|ประเทศ|ไทย,การเมือง
"บทความ|:| |3| |ปี|แห่ง|ความทรงจำ| |รัฐ| |""|ไร้|รับผิดชอบ|""| |คราว|คลื่น|ยักษ์|สึนามิ",คุณภาพชีวิต
เซ็นทรัล|เตรียม|ฎีกา| |หลัง|ศาลอุทธรณ์|กลับ|คำพิพากษา| |'|เทเวศ|'| |ไม่ต้อง|จ่าย|สินไหม| |ไฟไหม้| |CTW,การเมือง
รายงาน|:| |การ|คุกคาม|ทนาย|-|ผู้ต้องขัง|คดี|เตรียม|ป่วน|Bike| |for| |Dad| |กดดัน|ถอน|แจ้งความ,การเมือง
"หวั่น| |""|ลักไก่| |""|กรมทรัพย์สินทางปัญญา|ไม่|ออกกฎหมาย|ร่วม|ภาคี| |PCT| |อาจ|ขัด|รัฐธรรมนูญ| |ม.|190",การเมือง
ชาว|ประจวบฯ| |ชุมนุม|รับ|ทัวร์|นก|ขมิ้น,สิ่งแวดล้อม
จดหมาย|เปิดผนึก|พนักงาน| |TPBS| |(|ภาค|ชำแหละ| |เละ|!),การเมือง
รัฐ|จ่าย|พยุง|น้ำมัน|รวม| |3.6| |หมื่น|ล.,สิ่งแวดล้อม
อุตสาหกรรม|รีไซเคิล|ขยะ|อิเล็กทรอนิกส์|และ|แรงงานเด็ก|ที่|อินเดีย,ต่างประเทศ
สุ|รพ|ศ| |ทวี|ศักดิ์|:| |แลกเปลี่ยน|กับ|ข้อเขียน|“|ไข|ข้อสงสัย|เรื่อง|ภิกษุณี|”,คุณภาพชีวิต
อัยการ|แจง|เหตุ|ไม่|ฟ้อง| |‘|โชติ|ศักดิ์|’| |ไม่|ยืน|ใน|โรงหนัง| |ไม่|เข้าข่าย| |“|อาฆาตมาดร้าย|”,การเมือง
รายงาน|:| |'|ล่องแพ|ใน|กระแส|เชี่ยว|'| |สร้างสรรค์|องค์กร|ทางสังคม|ท่ามกลาง|กระแส|การเปลี่ยนแปลง,สังคม
ข่าว|มอนิเตอร์|ประจำ|วันที่| |12| |กุมภาพันธ์| |2552,การเมือง
นิติ|รัตน์| |ทรัพย์|สมบูรณ์|:| |เพื่อน|นักศึกษา|และ|เพื่อน|นัก|กิจกรรม|ที่รัก,การเมือง
เปิดตัว|อีก|!| |‘|กองทัพ| |ปชช.|โค่น|ระบอบ|ทักษิณ|’| |ร้อง| |6| |ข้อ| |เตรียม|ชุมนุม| |4| |ส.ค.|นี้,การเมือง
กวี|ตีน|แดง|:| |ราษฎร|ที่รัก|ทั้งหลาย|/| |๗๙| |ปี| |ภารกิจ|คณะ|ราษฎร,การเมือง
ข่าว|มอนิเตอร์| |ประจำ|วันที่| |15| |สิงหาคม|.| |2550,การเมือง
"""|อลงกรณ์|""| |แฉ|อีก| |รถเข็น|กระเป๋า|สุวรรณภูมิ|หึ่ง| |เตรียม|เปิด|ทุจริต|โรง|ขยะ|อีก|วันนี้",การเมือง
เรื่องเล่า|จาก|โรงพยาบาล|:| |คำ|ถามถึง|ระบบ|ร่วม|จ่าย|และ|ความตาย| |#|ใต้|พรม,คุณภาพชีวิต
มุมมอง|ต่อ|การ|ตั้ง|องค์กร|สิทธิมนุษยชน|ใน|อาเซียน|...|โฉม|หน้าใหม่|จริง|หรือ| |?,การเมือง
ส่อง|พาเหรด|ล้อ| |5| |ปีก่อน|รัฐประหาร| |ล้อ|นักการเมือง|ไม่เป็นไร| |ล้อ|รัฐบาล|ทหาร|เท่านั้น|เป็นเรื่อง,การเมือง
"รายงาน|:| |""คอเร็ต|ตา| |สก็อต|ต์| |คิง|""| |วีรสตรี| |ของ|หญิง|ผิ|วสี",ต่างประเทศ
ผู้|ติดเชื้อ|เมือง|น้ำหอม|ไล่|ทักษิณ|-|ต้าน|FTA|ไทย|-|สหรัฐ,การเมือง
ปริญญา| |เสนอ| |2| |ทางออก| |แก้|วิกฤต,การเมือง
'|โก|ตี๋|'| |ปัด|พูด|หมิ่น|เบื้องสูง| |เชื่อ|คลิป|ถูก|ตัดต่อ| |พร้อม|สู้คดี|ถึงที่สุด,การเมือง
กลุ่ม| |กป|ปส.| |ปะทะ|กับ|กลุ่มคน|เสื้อ|แดง|ที่|ปทุมฯ| |เจ็บ| |4| |ราย,การเมือง
"สุร|ชาติ| |บำรุง|สุข| |:| |""|เลิก|เอา|ทหาร|มา|เป็น|เทศบาล|เวลา|ท่อ|ตัน|เสียที| |คือ|อย่า|เอา|ทหาร|มา|ล้าง|ท่อ|""",การเมือง
โรงเรียน|ศาสนาอิสลาม|เพื่อ| |'คน|ข้าม|เพศ|'| |ใน|อินโดนีเซีย|ถูก|สั่ง|ปิด,ต่างประเทศ
แจง|ป.ป.ช.| |'|คุณธรรม|ความ|โปร่งใส|'| |เกือบ|ท้าย|ตาราง| |เหตุ|จำเป็นต้อง|รักษา|ข้อมูล|ทาง|คดี,การเมือง
ดาว|์|พงษ์|เดินหน้า|แผน|ทวง|คืน|ผืนป่า|-|ชาวบ้าน|เฮ| |ผ่าน|กฎหมาย|ธนาคาร|ที่ดิน| |โฉนด|ชุมชน,คุณภาพชีวิต
กินกัน|เปร|ม.|.|กลุ่ม|ต้าน|รัฐประหาร|โชว์|ทาน|เค้ก|รัฐธรรมนูญ| |50| |ก่อน|เผา|ร่าง|ทิ้ง|หน้า|รัฐสภา,การเมือง
ข่าว|มอนิเตอร์|ประจำ|วันที่| |25| |ม.ค.| |2551,การเมือง
'|ลูก|นายพล| |ถูก|รุม|ตื้บ|'| |โพสต์|อยาก|ให้|เห็นคุณค่า|ความเป็นมนุษย์| |ทุกคน|มี|สิทธิ|มีเสียง|เท่ากัน,สังคม
กรม|สวัสดิการ|ฯ| |เดินหน้า|หนุน|นายจ้าง|ดูแล|ลูกจ้าง|ติดเชื้อ| |HIV| |ไม่|ตีตรา| |ไม่|เลือก|ปฏิบัติ| |ไม่|เลิกจ้าง,คุณภาพชีวิต
บูร์กินาฟาโซ|เลิก|ทำ|รัฐประหาร| |มุ่ง|เลือกตั้ง| |11| |ต.ค.|-|สหประชาชาติ|แสดงความยินดี,ต่างประเทศ
หยุด| |'|แก้|ทอม|ซ่อม|ดี้'| |กฤตยา|ชี้|เพศ|เป็น|สิทธิส่วนบุคคล| |คนอื่น|ไม่|มี|สิทธิ|ไป|ซ่อม,คุณภาพชีวิต
ผู้ตรวจการแผ่นดิน|เผย| |'|พล.ต.ท.|ศา|นิตย์|'| |แจง|ไม่|ได้|เป็น|ที่ปรึกษา| |ส่วน|ไทย|เบฟฯ| |แจง|ไม่|ได้|จ้าง,การเมือง
สมาคม|นักข่าว|ฯ| |เล็ง|ยื่น| |จม|.|คสช.| |แจง|สื่อ|ทำงาน|ใต้|กรอบ|วิชาชีพ|-|กฎหมาย|อยู่แล้ว,การเมือง
ปิด|ทุก| |ISP| |ใน|เมือง|ไทย| |เหตุ|เข้า| |www|.|19|sep|.|net| |ไม่|ได้,การเมือง
คนงาน|วอ|ล|มาร์ท|นัด|ประท้วง|หยุดงาน|ครั้ง|ใหญ่|ช่วง| |'|แบล็ก|ฟ|ราย|เดย์|',ต่างประเทศ
'ณัฏฐิ|กา|'| |แอดมิน|เพจ|ล้อ|ประยุทธ์|-|คดี| |112| |เปิดใจ|ลี้ภัย|ไป|อเมริกา|เพื่อ|แม่|และ|หวัง,การเมือง
เสรีภาพ|ที่จะ|ไม่|รัก|ใน|ระบบ|ศีลธรรม|แบบ|ทาส,การเมือง
"""|สู้|กัน|ต่อไป|""| |9| |นปก.| |ฝากฝัง| |ก่อน|เข้า| |สน.|สามเสน",การเมือง
'|กลุ่ม|ประชาธิปไตย|ใหม่|'| |แย้ง| |10| |ข้อ|สาระสำคัญ|ร่าง| |รธน.,การเมือง
ชู| |'|66|/|23|'| |เป็นหลัก| |อนุกรรมาธิการ| |ปรองดอง|ฯ| |ส|ปท.| |หวัง|ยุติ|ขัดแย้ง|ทางการเมือง,การเมือง
"ศาล|สั่ง|คุ้มครอง|ชั่วคราว| |""|เจาะข่าว|ร้อน|""| |ออนแอร์|ต่อ",การเมือง
ผู้ต้องหา|คดี|ยิง|นายกฯ|อบจ.|สมุทรสาคร|เข้า|มอบตัว|แล้ว,การเมือง
ต้าน|โปแตช|เสนอ|ผู้ว่าฯ| |ดัน|ศึกษา|โปแตช|เชิง|ยุทธศาสตร์,การเมือง
"""|เปิด|ตัวหนังสือ| |ก้าว|ข้าม|ความกลัว|""| |(|Thailand|’|s| |Fearlessness|:| |Free| |Akong|)",การเมือง
สิริ|พรรณ| |นก|สวน|:| |ข้อสังเกต| |2| |ประการ| |ต่อ|การ|โมฆะ|การเลือกตั้ง|วันที่| |2| |ก.พ.,การเมือง
‘|วสุ|’| |ผู้|ชุมนุม| |ค|ปท.|ถูก|ยิง|เหตุ|ปะทะ|สนามกีฬา|ไทย|-|ญี่ปุ่น| |‘|เสียชีวิต|แล้ว|’,การเมือง
ปัญหา|ขยะ|เมือง|ช้าง| |ผล|เวที|ไต่|สวนสาธารณะ|ให้|ชะลอ|โครงการ,สิ่งแวดล้อม
โปรดเกล้าฯ| |ให้|ออกจาก|ราชการ| |ถอดยศ| |เรียกคืน|เครื่อง|ราช|ฯ| |นายทหาร|ถวาย|ความปลอดภัย,การเมือง
ชาว|พม่า|ที่|อพยพ|ไป|อเมริกา| |กลายเป็น|คน|ไร้|ที่อยู่,สังคม
มาตรา|44|กับ|การคืน|ความสุข|ให้|คน|ท้องถิ่น,การเมือง
'|เก่ง|กิจ|-|ธเนศ|'| |ถก|หนังสือ| |'|แผนที่|สร้างชาติ|:| |รัฐ|ประชาชาติ|กับ|การทำแผนที่|หมู่บ้าน|ไทย|ใน|ยุค|สงครามเย็น|',การเมือง
อาจารย์| |นศ.|วลัย|ลักษณ์| |จัด|เสวนา| |ชวน|กัน|อ่าน| |(|ร่าง|)| |รัฐธรรมนูญ|มีชัย,การเมือง
"""|ปาน|เทพ|""| |เชื่อ|เสื้อ|แดง|ตาสว่าง|เพราะ|พันธมิตร|ฯ| |ไม่|ออกมา|เคลื่อนไหว",การเมือง
พร|สันต์| |เลี้ยง|บุญ|เลิศ|ชัย|:| |หลัก|กฎหมายรัฐธรรมนูญ|ว่าด้วย|ที่มา|ของ|ฝ่าย|นิติบัญญัติ,การเมือง
กรณี|อดีต|ผู้นำ|ฟิลิปปินส์|ถูก|ห้าม|เดินทางออก|นอก|ประเทศ,ต่างประเทศ
นที|อัด|ไม่|ให้|ค่า|คำแถลง| |AIC| |ระบุ| |กูเกิล| |เฟซบุ๊ก|อยากรู้|อะไร|มา|ถาม|เอง,คุณภาพชีวิต
จัดหา|งาน|เผย| |เพียง| |1| |เดือน| |เกาหลี|ระงับ|คนไทย|เดินทาง|ไป|ทำงาน|มาก|ที่สุด|กว่า| |50| |ราย,ต่างประเทศ
"เกาหลีใต้|ออก|มาตรการ| |""|วัน|ไม่|ขับรถ|""| |ลด|ปัญหา|น้ำมัน|แพง",ต่างประเทศ
สั่ง|เด้ง| |2| |นายทหาร| |กองทัพ|ลุย|สอบ|เอง| |ด้าน|ประวิตร|ขอโทษ|ครอบครัว|น้อง|เม|ย|แล้ว,คุณภาพชีวิต
ราย|การคืน|ความสุข|ฯ| |'|ประยุทธ์|'| |เผย|เกาหลีใต้|พร้อม|ช่วย|โครง|การบริหาร|จัดการ|น้ำ,การเมือง
อีกแล้ว| |รอง|ปลัด|ฯ|ยุติธรรม| |ปล่อย| |'|แพะ|'| |หลัง|ติดคุก|ฟรี| |7| |ปี,การเมือง
ประวัติ|ความเป็นมา|หมู่บ้าน|นา|อ่อน|-|ผลกระทบ|ที่เกิด|จาก|ภาครัฐ,การเมือง
น.ศ.|ขอนแก่น| |ชู|ป้าย|'|คิดถึง|แบงค์|'| |ผู้ต้องขัง|คดี|เจ้าสาว|หมาป่า,การเมือง
การต่อสู้|ครั้งนี้|คือ|สงคราม|ทาง|ชนชั้น|ที่|ประนีประนอม|ไม่|ได้,การเมือง
ระดม|ปัก|ป้าย|ค้าน|ท่อ|ก๊าซ|ฯ| |จะ|นะ|ละเมิด|หลัก|อิสลาม,สิ่งแวดล้อม
ภาค|ปชช.|106| |องค์กร|เรียกร้อง|ทุกฝ่าย|หยุด|ยิง| |เข้าสู่|กระบวนการ|เจรจา| |พร้อม|อาสา|เป็น|ตัวกลาง,การเมือง
ข่าว|มอนิเตอร์|ประจำ|วันที่| |7| |มกราคม| |2552,การเมือง
"""|ธีร|ยุทธ|""|  |ออกโรง|จี้|แม้ว|เลิก|วัน|แมน|โชว์|ดับไฟ|ใต้",สิ่งแวดล้อม
คดี|ล้ม|ประชุม|อาเซียน|ปี|52| |13|แกนนำ|แดง| |ได้|ประกันตัว|แล้ว| |หลัง|นอน|คุก| |4| |วัน,การเมือง
"""|กลุ่ม|เสื้อ|ลาย|ดอก|""| |ออก|แถลงการณ์|แสดง|ความเสียใจ|กับ|สงกรานต์|เลือด|อีกครั้ง",การเมือง
นักเรียน|นักศึกษา|ทั่ว|ชิลี,ต่างประเทศ
ข่าว|มอนิเตอร์|ประจำ|วันที่| |5| |มกราคม| |2551,การเมือง
องค์กร|สตรี|กะเหรี่ยง|เรียกร้อง|รัฐบาล|ไทย|อย่า|ส่ง|ผู้ลี้ภัย|กลับ|ไป|เผชิญ|อันตราย,ต่างประเทศ
พ|ศ.| |เผย|ยัง|ไม่|พบ|หลักฐาน| |'|พุทธะ|อิสระ|'| |ขออนุญาต|อัญเชิญ|พระปรมาภิไธย|ย่อ|มา|ใช้|ด้านหลัง|พระ,การเมือง
ก่อน|คิด|ยุบ| |กอ|ส.| |ทำความเข้าใจ|ปริศนา|แนวคิด| |'|สมานฉันท์|'| |โดย| |ชัย|วัฒน|์| |ส|ถา|อานันท์| |อีก|สักที,การเมือง
สิทธิ|ประกันตัว|ของ|ผู้ต้องหา|ที่|เป็น|พระสงฆ์,สังคม
กวี|ประชา|ไท|:| |แด่|เมย์|เดย์,คุณภาพชีวิต
คมนาคม|รับปาก|ชะลอ|เก็บ|ค่าตอบแทน|รถร่วม|-| |หา|น้ำมัน|ราคา|ถูก| |หลัง|รถร่วม|ส|ไต|รก|์|หยุด|วิ่ง,การเมือง
น้ำท่วม|หนัก|ใน|รัฐ|ฉาน|ตอน|ใต้,ต่างประเทศ
"ดัน|แผน|  |""|กรุงเทพฯ| |เมือง|เพื่อน|เด็ก|""| |ลด|อันตราย|ใน|เด็ก",สิ่งแวดล้อม
"ตีแผ่|ต้นตอ| |""|โศกนาฏกรรม| |54| |แรงงาน|ข้ามชาติ|""| |:| |ห่วง|แต่|มั่นคง| |เปิดช่อง|ค้า|มนุษย์",การเมือง
